site_ix,chrom,pos,coef.div,p.div,sigLevel,FDR,afShift,comparison
171071,2L,7617790,0.569025629963919,7.56653816880171e-06,2,0.0156664895203794,0.02967512,2_1
171153,2L,7620580,0.531955992524821,9.12299687072515e-06,2,0.0176405150374061,0.02934534,2_1
171295,2L,7625990,0.512598010117433,1.63537132502611e-05,2,0.0250093473777519,0.02953868,2_1
171406,2L,7631145,0.421129277968251,0.00055060733226342,1,0.182326183217297,0.01631487,2_1
172200,2L,7658906,0.346326513411154,0.000554872132914386,1,0.18304503016851,0.02904067,2_1
172201,2L,7658950,0.315238208567155,0.000363571034572185,1,0.146550759735708,0.02677522,2_1
172668,2L,7674534,0.47169301120138,0.000206866211367229,1,0.107952523707219,0.0280915,2_1
173409,2L,7703601,0.598214348608175,1.05676507639041e-05,2,0.0192437666109532,0.03118491,2_1
173410,2L,7703605,0.598214348608175,9.001465403502e-06,2,0.0175090118243316,0.03118491,2_1
174262,2L,7746489,0.570648372661883,3.39481463607072e-07,3,0.00208128818481885,0.02946996,2_1
174383,2L,7751375,0.652169356332109,1.44905835108844e-07,3,0.00115447635740355,0.02827657,2_1
174386,2L,7751386,0.671268400533069,1.61883539752106e-05,2,0.0248475565699685,0.0422576,2_1
174389,2L,7751404,0.60896508530401,2.50238078802756e-06,3,0.00788231874565734,0.04110547,2_1
174390,2L,7751405,0.60896508530401,2.02886454525597e-06,3,0.00689978289795852,0.04110547,2_1
174661,2L,7760768,0.501821459069395,2.73017146223964e-06,3,0.00828697295960817,0.03062783,2_1
174850,2L,7767776,0.33967269987965,0.00038221987767173,1,0.150446234652912,0.03063018,2_1
174865,2L,7768099,0.375534410788322,7.84139103171544e-05,1,0.062096102429993,0.02855053,2_1
174872,2L,7768183,0.284893020927817,0.000519030244379604,1,0.176693482300032,0.0427468,2_1
174873,2L,7768189,0.284893020927817,0.000395244749304413,1,0.15316021370178,0.0427468,2_1
174875,2L,7768195,0.4212672532291,7.54676064973481e-07,3,0.00356843302353797,0.02652046,2_1
174877,2L,7768221,0.421273431167784,9.78008121377272e-07,3,0.00421738200540049,0.02652627,2_1
174879,2L,7768252,0.462932699080686,9.12573838718345e-09,3,0.000145446079051065,0.02665267,2_1
175026,2L,7773323,0.464290873611918,0.000458531867334133,1,0.165553756321752,0.03799343,2_1
175027,2L,7773329,0.464290873611918,0.000403040541813726,1,0.154799448610117,0.03799343,2_1
175028,2L,7773330,0.464290873611918,0.000415875420263667,1,0.157413163467489,0.03799343,2_1
175029,2L,7773359,0.442959570586878,0.000226264744217941,1,0.113524960312346,0.0355013,2_1
175030,2L,7773365,0.453468107309192,0.000135381043089744,1,0.084395931811598,0.03519165,2_1
175031,2L,7773391,0.485714191255745,1.91645280560593e-05,2,0.0276133824972084,0.02701946,2_1
175032,2L,7773396,0.609390090713879,3.2634057616221e-06,3,0.00926644983513474,0.02775113,2_1
175033,2L,7773399,0.584440811972216,5.73740530507294e-06,2,0.013220117178789,0.02435198,2_1
175034,2L,7773400,0.606489643790252,9.01580320955553e-07,3,0.00402343008086783,0.02438996,2_1
175036,2L,7773431,0.560488892895342,5.64495564425727e-06,2,0.0130983175382932,0.02780841,2_1
175076,2L,7774967,0.64786581722387,6.69210985515534e-08,3,0.000665374638187169,0.028226,2_1
175394,2L,7786056,0.511575874498607,1.23328443013548e-08,3,0.00018402751875789,0.02652925,2_1
175449,2L,7788506,0.518470047400104,2.94939263811855e-06,3,0.00868851045658683,0.02923487,2_1
175558,2L,7791507,0.567282425677688,5.7131892886586e-06,2,0.0131864861688975,0.02775637,2_1
175690,2L,7796389,0.650147216767441,8.18581622485937e-08,3,0.000758843354747185,0.02806195,2_1
176643,2L,7843585,0.378767565666882,0.000436109098063686,1,0.161199426150173,0.01965625,2_1
177791,2L,7902848,0.665521232184025,9.42357458733056e-09,3,0.000148306962530557,0.02666535,2_1
178289,2L,7923838,0.434411077611709,6.39147793579653e-08,3,0.000646879594103674,0.02101201,2_1
178307,2L,7924623,0.431950422513862,0.000255137684264328,1,0.121096435145054,0.02152873,2_1
178363,2L,7927129,0.434288024446238,1.07991151347964e-05,2,0.0194873150275584,0.03267049,2_1
178475,2L,7931456,0.478565630318738,1.16749616734246e-05,1,0.0203978361712419,0.01941111,2_1
178476,2L,7931465,0.491950369127852,1.36349707797745e-05,1,0.022431609585151,0.01918314,2_1
178503,2L,7932822,0.512203614331215,3.67143786662583e-05,2,0.0404394852886933,0.02210096,2_1
179301,2L,7966252,0.398896401961343,1.81987966840769e-06,3,0.00643610875668185,0.02433605,2_1
180649,2L,8042717,0.317988652258664,1.81524954454559e-05,2,0.0266229570468675,0.0770576,2_1
180655,2L,8042907,0.319247755224979,1.23894961379101e-05,2,0.0211367800150219,0.0781603,2_1
180664,2L,8043107,0.242426870735175,0.000499968496089132,1,0.173056985705185,0.0602995,2_1
180674,2L,8043393,0.315154246552824,3.70624718981638e-05,2,0.040635648254128,0.0765637,2_1
180678,2L,8043623,0.29232451974336,8.81066005155029e-05,1,0.0662088532138225,0.0736301,2_1
180679,2L,8043634,0.300789139451547,0.00019171375415461,1,0.103151146992367,0.0722229999999999,2_1
180681,2L,8043667,0.299680894806913,6.26719222243111e-05,1,0.0548446770090435,0.0748718,2_1
180718,2L,8044997,0.611326698755153,0.000232069881016872,1,0.115101382579217,0.01679297,2_1
180981,2L,8054351,0.552493506973515,0.000578956545397524,1,0.187254434080388,0.01686689,2_1
184730,2L,8221873,-0.344941513041871,0.000466996309409495,1,0.166987341138207,-0.00957789999999992,2_1
200219,2L,8911255,0.236344127122667,0.000620235520849666,1,0.194037957409555,0.0580925,2_1
208176,2L,9205970,-0.299842195308616,0.000232111433349003,1,0.115110090831912,-0.0609264,2_1
208178,2L,9205984,-0.314245487716014,9.54181737129467e-05,1,0.0692352180098092,-0.0609625,2_1
212060,2L,9359359,-0.342628491649168,3.51439664170172e-05,2,0.0395815367651164,-0.0635163,2_1
222862,2L,9786732,-0.247933089719604,0.000465372334835346,1,0.166728024604769,-0.0460954,2_1
223113,2L,9805122,-1.39024494250761,5.90375113018737e-07,1,0.00305197213867382,-0.001354091,2_1
223379,2L,9819034,-1.39024494250761,2.6718577839091e-07,1,0.00176679958903254,-0.001355468,2_1
223794,2L,9835351,-1.39024494250761,2.5628258104593e-07,1,0.00170879037853354,-0.001356657,2_1
223975,2L,9842907,-1.39024494250761,1.8547402780289e-07,1,0.0013827225680496,-0.001355468,2_1
224103,2L,9846597,-1.61310816083326,6.59869220376308e-08,1,0.000661570952075251,-0.002311712,2_1
266646,2L,11787572,0.303838482279223,0.000629557088825394,1,0.19559930285993,0.0373311,2_1
280824,2L,12422933,-1.10319404233823,0.00057237953185818,1,0.18624015063148,-0.000338226,2_1
293679,2L,13071224,-1.1064636187598,0.000655835823089368,1,0.19971229069059,-0.000592502999999999,2_1
326869,2L,14694492,-0.696772593909396,0.000501292098775474,1,0.173322015923236,-0.000497630000000001,2_1
352947,2L,16054952,0.333395333621299,0.000352491959876522,1,0.144093421765036,0.0537024,2_1
392628,2L,18253034,-0.231726696996749,1.77203050801822e-05,2,0.0262661295761969,-0.0563146,2_1
393708,2L,18308202,-0.273552020341584,0.000430642880961174,1,0.160203646635717,-0.0537851,2_1
393740,2L,18310716,-0.254113087127123,0.000529644678682661,1,0.17850383127295,-0.0502851,2_1
393752,2L,18311804,-0.258422614115069,0.000501151557711133,1,0.173306499468007,-0.0520294,2_1
393754,2L,18312005,-0.267450103271911,0.000183632688165458,1,0.100748906706734,-0.0505141,2_1
393761,2L,18313236,-0.261959726940771,0.000287130883258602,1,0.128861450160608,-0.0497364,2_1
393786,2L,18315386,-0.262715929488317,0.000368839660526921,1,0.147546321203437,-0.0493007,2_1
393819,2L,18316993,-0.236062853986804,0.000533847552027678,1,0.17929687902716,-0.0468589,2_1
394597,2L,18363638,0.297259961315044,0.000385769087563159,1,0.151230806452476,0.0396689,2_1
394598,2L,18363725,0.320794827860363,0.000190174990797209,1,0.102688287506453,0.0380101,2_1
395707,2L,18427648,-0.381504663223529,0.000376622493001966,1,0.149167071255154,-0.02588678,2_1
399717,2L,18650199,-0.443405667860802,0.00059864465832371,1,0.190419172865845,-0.02614788,2_1
401236,2L,18769962,-0.497484552084993,9.34261841223361e-08,3,0.000843268429233203,-0.02974029,2_1
433574,2L,21052299,0.381785931548625,3.23607277556981e-05,1,0.037699226248548,0.01636486,2_1
442118,2L,22180497,0.592704943658596,9.16694880097602e-05,1,0.0677572252730703,0.00724675,2_1
442120,2L,22180596,0.592702070002778,8.69053559346966e-05,1,0.0657457698235016,0.00717983,2_1
443480,2L,22433037,0.594025616552203,0.000168832335489477,1,0.0959538107258723,0.00793736,2_1
444943,2L,22744760,0.23061738893511,8.03834118157098e-08,1,0.000750205854125159,0.0127923,2_1
444978,2L,22780392,-0.388281731558764,9.94373457907649e-07,1,0.00425354218863904,-0.00645634,2_1
445027,2L,22822460,0.257401569435119,1.28881533594249e-05,1,0.0216473238117679,0.01289414,2_1
445029,2L,22822821,0.321358439833977,2.62900812231237e-13,1,3.70948406632177e-08,0.01268343,2_1
445042,2L,22831796,0.257401569435119,1.70518367030859e-05,1,0.0256920409199692,0.01289414,2_1
445108,2L,22863739,0.129447266377463,0.000105631468783285,1,0.0734846389867755,0.0156789,2_1
445268,2L,22892435,-0.381168655201211,0.000486663203869586,1,0.170620736978969,-0.00812793,2_1
445269,2L,22892436,-0.381168655201211,0.000466025319408869,1,0.166854385089406,-0.00812793,2_1
445320,2L,22903927,0.254283508613857,0.000485476666676643,1,0.170465592464257,0.02208103,2_1
445336,2L,22909436,-0.382594645354463,0.000385510632722519,1,0.15117714299138,-0.00854972,2_1
445380,2L,22917287,0.226177342485795,2.32003282074622e-06,1,0.00751803394235578,0.01826752,2_1
445518,2L,22945277,0.103603171465347,8.76908798828069e-05,1,0.06603091597818,0.0221519,2_1
445529,2L,22949726,0.114243395748227,0.000284969201416185,1,0.128437173545316,0.0213886,2_1
445602,2R,38928,1.20487854957952,8.61163783811847e-05,1,0.0654825719865577,0.007367779,2_1
445628,2R,48625,0.348254629053922,0.000433018710469968,1,0.160647898885314,0.02190694,2_1
445648,2R,61171,-0.098272004176566,0.000131663714766916,1,0.0831810898004766,-0.0177801,2_1
445649,2R,61228,-0.098788943216862,4.96995570805625e-05,1,0.0481749082360957,-0.0104959,2_1
445651,2R,61277,0.122460463844585,3.8797422901693e-05,1,0.0416962871672967,0.0153595,2_1
445652,2R,62020,0.190489000199354,0.000224900123577898,1,0.113088659802442,0.01805672,2_1
445679,2R,78215,0.603621579618908,1.22484182463189e-06,1,0.00490054174487249,0.01036553,2_1
445733,2R,91622,0.388130799029174,2.22044604925031e-16,3,4.2608938599642e-10,0.02773219,2_1
445783,2R,130304,-0.188528884946288,0.000156533323979025,1,0.0916231791675858,-0.021195,2_1
445800,2R,140154,-0.2330765091618,0.000250017193361707,1,0.119839884338497,-0.024602,2_1
445805,2R,142046,-0.200098533416994,0.000596957362375861,1,0.190204060227823,-0.0226832,2_1
445834,2R,168035,-0.256960388447954,1.71350935629366e-06,1,0.00619117522697275,-0.018867,2_1
445847,2R,174664,0.104444790458524,5.86055648454931e-10,1,1.57067497461384e-05,0.0193659,2_1
445909,2R,212935,-0.110123117810447,9.17980434408383e-05,1,0.0677986953614766,-0.0257836,2_1
446523,2R,466419,0.540343030787287,0.000588168642581599,1,0.188877766637821,0.00464127,2_1
446623,2R,486540,0.421660413746092,1.30845802970292e-06,1,0.00512417799527755,0.01202668,2_1
447165,2R,594754,0.437416777299534,4.96622298618021e-06,1,0.0120387368269438,0.00699679,2_1
447852,2R,711517,0.609314491404489,1.03267303622756e-05,1,0.0189538223695563,0.00889013,2_1
447920,2R,716985,0.561168677296051,0.000288848700610522,1,0.12922740141629,0.00805452,2_1
447970,2R,722936,0.170997241223278,0.000488774991608487,1,0.170992475624813,0.00766988,2_1
447971,2R,722937,0.170997241223278,0.000502279869880384,1,0.173496584294342,0.00766988,2_1
448034,2R,741411,0.609195657580981,4.37924340790374e-07,1,0.0024789049640676,0.00840436,2_1
459043,2R,1984020,0.487105803741317,0.000187241465278709,1,0.101816191297787,0.01515255,2_1
459245,2R,2009509,0.452155895553538,0.000336764136648071,1,0.140527296421281,0.01340629,2_1
459732,2R,2064710,0.259748806770485,0.000525330403940427,1,0.177633871081457,0.02100676,2_1
462074,2R,2481574,0.206617413643572,0.000603843502057555,1,0.191255876703681,0.01492696,2_1
473391,2R,3567541,0.253748203351867,0.000500646806922855,1,0.173188127539897,0.01496324,2_1
475748,2R,3771138,0.598116579532135,0.000263812244497008,1,0.123232427752218,0.00678032,2_1
501747,2R,5805230,0.557435092259324,0.000466860100804323,1,0.166978799373191,0.00918305,2_1
532512,2R,7456087,0.410627881993954,0.000594033537152372,1,0.189747668653928,0.0338007,2_1
533015,2R,7484862,0.604007033521624,3.42516647933166e-06,1,0.00955608500026576,0.01750942,2_1
533499,2R,7519871,0.881341450084315,9.82905767887843e-09,1,0.000152353252230018,0.01874343,2_1
536202,2R,7672618,0.234225602156222,0.000384335379167378,1,0.150926000728099,0.02034574,2_1
536870,2R,7705084,0.500129057757764,3.71844380897546e-06,1,0.0100499375901692,0.01897754,2_1
537010,2R,7712006,0.411328366193964,0.000191625893338987,1,0.103123513730535,0.01865964,2_1
537110,2R,7718153,0.42541131561237,0.000143063573552427,1,0.0869480716977258,0.01875938,2_1
538045,2R,7786395,0.384684826281272,0.000219135027495598,1,0.111428922864654,0.01447018,2_1
539085,2R,7839011,0.260187243751477,7.49507772777047e-05,1,0.0605837172477547,0.02153528,2_1
539086,2R,7839014,0.260187243751477,9.06264375873933e-05,1,0.0673324412118848,0.02153528,2_1
539087,2R,7839019,0.237280077837275,0.000439268308058516,1,0.161846275103217,0.02163621,2_1
540047,2R,7902187,0.612306179971643,7.3318930966515e-06,1,0.0153161698359635,0.01407662,2_1
540049,2R,7902205,0.661204712840088,1.32177688896284e-05,1,0.0220154159116581,0.01432218,2_1
541020,2R,7954380,0.622497264765918,4.93553103542155e-06,2,0.012003682606329,0.02102925,2_1
541022,2R,7954398,0.622497264765918,5.8016816675277e-06,2,0.0133174199828946,0.02102925,2_1
541649,2R,7993059,0.560797103163444,7.76020684885026e-05,1,0.0617436781230008,0.01168645,2_1
544632,2R,8195700,0.413284107856112,0.00032902598768092,1,0.138691637970405,0.04352158,2_1
553521,2R,8671363,0.553913075254507,0.000589907799199985,1,0.189141242464482,0.0120735,2_1
594695,2R,10703353,0.302297599427734,0.000472751392257109,1,0.168161187168505,0.0440321,2_1
640602,2R,13157526,0.506047272002584,0.000331603700394867,1,0.139346979997536,0.01036834,2_1
648261,2R,13589050,-0.278200656315401,0.000514857687069603,1,0.175896754331653,-0.01910801,2_1
648262,2R,13589054,-0.299046837985413,0.000314472890329487,1,0.135139819563153,-0.01909939,2_1
648263,2R,13589061,-0.297505536123301,0.000493766379043969,1,0.171873270329067,-0.01907333,2_1
648264,2R,13589063,-0.430572401900605,0.00062267075531719,1,0.194438150653966,-0.02069203,2_1
654075,2R,13849969,-0.582688582471788,4.63503313508085e-09,3,8.5194750422409e-05,-0.02169512,2_1
661008,2R,14192103,0.250702192483391,0.000542118743023567,1,0.180643740408188,0.03229,2_1
670218,2R,14610390,0.307146080633666,0.000138146140491346,1,0.0853352040464265,0.0591677,2_1
673927,2R,14786603,0.261208042879285,0.000503527452280439,1,0.173671176067513,0.0559431,2_1
675755,2R,14886492,0.210627211919707,0.000312409777085243,1,0.134657315364072,0.0244639,2_1
675756,2R,14886494,0.210627211919707,0.000282166400501271,1,0.127766886196309,0.0244639,2_1
691025,2R,15754599,0.147304591433748,0.000654791132852495,1,0.199582265078866,0.0354498999999999,2_1
699453,2R,16185803,-0.19753394348338,9.74565145723805e-05,1,0.0701000128373437,-0.0462872,2_1
761848,2R,18888408,-1.11254258738798,0.000633564218029625,1,0.196263756452235,-0.001409425,2_1
784208,2R,19995683,-0.218930458472232,0.000381224172710026,1,0.150239215699394,-0.0411853,2_1
790400,2R,20376793,0.467353830282225,0.000571096886872957,1,0.185959813973469,0.01250533,2_1
849679,3L,2575517,-1.11486934779442,4.07605764918273e-06,1,0.0106042485915023,-0.003546709,2_1
869291,3L,3496244,-0.599188879191508,0.000140759074499397,1,0.0862460439764736,-0.0114464,2_1
869292,3L,3496258,-0.599188879191508,0.00016751037638818,1,0.0954739490390962,-0.0114464,2_1
875949,3L,3779509,0.34381932655679,0.000121315497576657,1,0.079393177701985,0.02322503,2_1
881006,3L,3999438,0.314728253439814,0.000644362999878467,1,0.197933625345732,0.02610016,2_1
883138,3L,4089656,0.308230324611787,0.000631038046468135,1,0.195834269938445,0.03001448,2_1
1005809,3L,9942138,0.354257355657779,0.000599745442945387,1,0.190611913123574,0.01485744,2_1
1033466,3L,11092908,0.704980481264625,0.000521289313176632,1,0.177029134865309,0.000635383000000001,2_1
1034187,3L,11122736,0.704980481264625,0.000516321236724293,1,0.176158774040745,0.000635383000000001,2_1
1036601,3L,11211218,0.704980481264625,0.000531294682397654,1,0.17883768469875,0.000439226,2_1
1037537,3L,11250718,0.704980481264625,0.000571428384313899,1,0.186043544268831,0.000439226,2_1
1074392,3L,12851243,-0.473926901130973,8.48940707043333e-06,1,0.0168465655078687,-0.00399272,2_1
1097693,3L,14086900,0.448694908128646,7.0880669911233e-07,1,0.0034347340706258,0.0109732,2_1
1098012,3L,14099517,-1.51692475743021,1.02939591628548e-07,1,0.000901160986319888,-0.004858283,2_1
1098013,3L,14099541,-1.51692475743021,8.41252969507877e-08,1,0.000775365325790379,-0.004882913,2_1
1098014,3L,14099546,-1.51692475743021,7.65657104384587e-08,1,0.000725195943365914,-0.004882913,2_1
1098015,3L,14099550,-1.51692475743021,7.87003804347819e-08,1,0.000739920088842245,-0.004882913,2_1
1098608,3L,14119355,-0.441983331171994,1.10271849576016e-05,1,0.0197224379538289,-0.01102041,2_1
1098610,3L,14119362,-0.383454573449121,2.9074575881971e-05,1,0.0354371508794753,-0.01066729,2_1
1099263,3L,14148678,-1.95264823169012,9.30059451675902e-09,1,0.000147742099665658,-0.005266801,2_1
1099310,3L,14150359,-1.95264823169012,8.72111682870269e-09,1,0.000140632479351289,-0.005266801,2_1
1099333,3L,14151199,-1.95264823169012,1.01116454098715e-08,1,0.000155977495146602,-0.005266801,2_1
1099342,3L,14151910,-1.95264823169012,8.71943650615492e-09,1,0.000140632479351289,-0.005266801,2_1
1103519,3L,14346669,-2.32885340895306,2.90178550499398e-06,1,0.00860677875784017,-0.006405937,2_1
1103579,3L,14349136,-2.32885340895306,2.55985811148385e-06,1,0.00799772693750956,-0.006405937,2_1
1103655,3L,14351734,-2.09529743397261,9.34751454018112e-09,1,0.000147890601604596,-0.006313401,2_1
1106258,3L,14494419,-1.51788319107887,0.000420306150690886,1,0.158207374103225,-0.004238744,2_1
1173052,3L,18364608,-1.27218413460599,0.000428672457069568,1,0.15984513040287,-0.002449883,2_1
1174505,3L,18433118,-1.80228211932771,2.00530543281729e-08,1,0.000269849423985182,-0.003712717,2_1
1174613,3L,18439020,-0.712301474937048,0.000324381688286524,1,0.137558029039966,-0.001902782,2_1
1182336,3L,18911064,0.650168604723316,4.22621195530493e-05,1,0.0436564122337709,0.0104316,2_1
1191507,3L,19477563,0.269451035083657,1.02351266002554e-05,1,0.018841666248837,0.01722142,2_1
1224116,3L,24234379,0.232643859084692,2.95293977825573e-07,1,0.00188506402073417,0.0113999,2_1
1224127,3L,24240895,-0.306223728654897,0.000127261163669568,1,0.0815442388066737,-0.02386034,2_1
1224190,3L,24252167,-0.306306917785954,3.20876420867311e-06,3,0.00917100559358705,-0.02386034,2_1
1224293,3L,24275525,-0.306227938348525,0.000122605216771876,1,0.0799427673297169,-0.02348481,2_1
1224335,3L,24287329,-0.306306917785954,2.72518021193768e-06,3,0.00827968083466569,-0.02386034,2_1
1224384,3L,24293699,0.287597266155018,4.56395929361308e-05,1,0.04582912501857,0.00668725,2_1
1224406,3L,24295989,-0.30630562069822,3.55331245482926e-06,3,0.00976873809286568,-0.02388618,2_1
1224410,3L,24296764,-0.250726223846443,0.00020086378115558,1,0.106082589587057,-0.01109545,2_1
1224538,3L,24330641,0.196165122092187,0.000452565233712621,1,0.164502901825951,0.00832096,2_1
1224539,3L,24330642,0.196165122092187,0.000408895101609796,1,0.156067215113115,0.00832096,2_1
1224540,3L,24330647,0.196165122092187,0.00041384916205145,1,0.15699790806073,0.00832096,2_1
1224541,3L,24330649,0.196165122092187,0.00042914496745694,1,0.159910776184142,0.00832096,2_1
1224564,3L,24342872,-0.388333746301211,4.77411732369148e-09,3,8.72316517827545e-05,-0.02236172,2_1
1224568,3L,24344239,-0.306241744186509,4.00765438116624e-05,2,0.0424127006747314,-0.02219004,2_1
1224571,3L,24344412,-0.306238694946214,3.17605416004785e-05,2,0.0373019294856734,-0.02218827,2_1
1224743,3L,24412643,-0.0823944184158871,2.93558686621509e-05,1,0.0355876107219611,-0.00904640000000001,2_1
1224744,3L,24412648,-0.0658472598827822,0.000210021237009972,1,0.108847110804021,-0.0095171,2_1
1224780,3L,24421245,-0.0611670532315499,1.16569845228787e-05,1,0.0203873835183783,-0.0121929,2_1
1224788,3L,24427509,0.336154494897892,2.77998415398883e-08,1,0.000351862941632369,0.00531542,2_1
1224822,3R,3418,-0.611945093023981,0.000110368973640806,1,0.0752740250221761,-0.01038121,2_1
1224928,3R,43079,0.0587751306167358,2.93217494284903e-07,1,0.00187805609350165,0.008405,2_1
1225708,3R,366794,-0.208315839704766,9.47329275838849e-05,1,0.0690205881715049,-0.02001633,2_1
1226000,3R,422192,0.434232915960799,2.62510333564059e-05,1,0.0334311474281976,0.0142078,2_1
1233379,3R,1598572,-0.697025698742375,0.000595138640146153,1,0.189914684133352,-0.000204704,2_1
1233441,3R,1606200,-0.697025698742375,0.000520222696413386,1,0.176878538613409,-0.000204704,2_1
1241967,3R,2568898,-0.544538220913881,0.000147250802438825,1,0.088486736762944,-0.00397136,2_1
1278547,3R,6323210,-0.348472120971011,0.000322399032409604,1,0.137033839063177,-0.0106636999999999,2_1
1278912,3R,6352671,-0.35035592011592,0.000239866076292006,1,0.1170917448424,-0.0100892,2_1
1294831,3R,7642521,1.2069364324189,0.000310353654858653,1,0.134190620679327,0.003371255,2_1
1315150,3R,9068054,0.21376755249745,0.00010479367812577,1,0.0731617410783497,0.0488649,2_1
1317213,3R,9182316,0.459564922508545,3.36215868701473e-07,1,0.00207263284268954,0.01170217,2_1
1324706,3R,9620524,0.595400087916411,0.000224555420896277,1,0.112994859108154,0.010111,2_1
1324709,3R,9620859,0.595400087916411,0.000241088885666763,1,0.117431754976605,0.010211,2_1
1342522,3R,10506516,-1.21403608096066,0.000618984111008136,1,0.193830106730011,-0.008996458,2_1
1342902,3R,10520496,0.697025698742373,0.000564179827006628,1,0.184707626968747,0.00110287,2_1
1342926,3R,10522020,-0.282256351519005,7.31578486202755e-05,1,0.0599629375533902,-0.00697027,2_1
1372842,3R,12406708,2.19939448230421,0.00029027536316395,1,0.12955154997869,0.003496483,2_1
1478639,3R,17852490,0.472375757985672,4.97023687795473e-05,2,0.0481749082360957,0.02362985,2_1
1478640,3R,17852502,0.472375757985672,3.93906787780063e-05,2,0.0420294781095995,0.02362985,2_1
1478641,3R,17852505,0.472375757985672,3.96584611968009e-05,2,0.0421898485947136,0.02362985,2_1
1478876,3R,17861762,0.547475085224911,7.97795964702086e-06,2,0.0161709145076511,0.02174272,2_1
1478877,3R,17861763,0.547475085224911,7.33745893832793e-06,2,0.01531779167241,0.02174272,2_1
1481588,3R,17985906,0.367756851614345,0.000638311169470107,1,0.196995445703993,0.0172394,2_1
1482748,3R,18061016,0.489506398178853,5.80739499378424e-06,1,0.0133174227052968,0.01811268,2_1
1496237,3R,18746273,-0.65621081674362,0.000243148414928451,1,0.11798061274996,-0.01106714,2_1
1506874,3R,19241693,-0.667633869864717,0.000560897691910589,1,0.184125970528968,-0.01716205,2_1
1506876,3R,19241795,-0.62783330773189,0.000354275066053567,1,0.144540370402808,-0.01678013,2_1
1521091,3R,20044888,-0.221777502313945,0.00059655254372426,1,0.190169803981005,-0.0341102,2_1
1523496,3R,20219519,-0.257571719218523,0.000197192854224815,1,0.104953692169355,-0.0308909,2_1
1523861,3R,20236392,-0.621026397758398,0.000493924843053328,1,0.171897813237582,-0.01585413,2_1
1526172,3R,20350814,0.383998637319019,0.000192349132301373,1,0.1033619923108,0.03359563,2_1
1527218,3R,20403757,-0.380855735264182,0.00028632366540593,1,0.128697833130187,-0.03200345,2_1
1527221,3R,20403872,-0.445624182620904,0.000461299234834622,1,0.166053537240146,-0.02651484,2_1
1527223,3R,20403877,-0.512157905501273,0.000219003768257342,1,0.111411062929377,-0.02103177,2_1
